Date,Price,Total Volume,Market Cap
2022-12-11 05:30:00,1264.7922793495136,3136321665.2746277,152480155389.30975
2022-12-12 05:30:00,1264.317985551174,3179021750.4472365,152290250844.83786
2022-12-13 05:30:00,1275.332421155143,5107100671.713232,153743004467.3702
2022-12-14 05:30:00,1319.413007743119,8667920250.973438,159205793114.4748
2022-12-15 05:30:00,1308.4001523403851,8063349707.439905,157633274799.26862
2022-12-16 05:30:00,1263.7464240856877,6014960880.483797,152444818382.92126
2022-12-17 05:30:00,1165.9737772823325,9306680537.671982,140289330990.1754
2022-12-18 05:30:00,1189.4275215641987,4893469369.238545,143321475845.90793
2022-12-19 05:30:00,1186.7779210362507,3175705524.420867,143142028259.18048
2022-12-20 05:30:00,1166.9895905156618,4281620919.9824796,140848456817.4131
2022-12-21 05:30:00,1217.8888916641765,6463130153.512681,146802833364.30045
2022-12-22 05:30:00,1213.3431612255224,4086534541.450752,146039250786.06482
2022-12-23 05:30:00,1217.8525497108176,5190165001.535945,146741009624.09518
2022-12-24 05:30:00,1220.701744919786,4777025971.87922,147069822795.65387
2022-12-25 05:30:00,1221.3595303484499,2443348024.2152143,147173116811.52798
2022-12-26 05:30:00,1219.286343216304,3694243212.8174734,146840669268.71204
2022-12-27 05:30:00,1226.2534148310056,3071221733.631151,147697269147.94653
2022-12-28 05:30:00,1211.819562063861,4221450706.7612934,146030514727.00162
2022-12-29 05:30:00,1188.7286638821608,5177421363.012343,143241827136.73636
2022-12-30 05:30:00,1201.5431060594274,4174715683.6280565,144831301452.10547
2022-12-31 05:30:00,1199.1104971711857,4110733112.8102927,144611517916.40677
2023-01-01 05:30:00,1196.6130648084502,2891351007.4251895,144188788703.97467
2023-01-02 05:30:00,1200.65921690107,2179799161.0385365,144712215098.15164
2023-01-03 05:30:00,1214.3789459253508,3845095582.093461,146443084804.90094
